,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy,Power Supply,Seat Storage,Recommended,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Viewing Tv Screen,reviews
147,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,2.0,4.0,1.0,2.0,1.0,This had to be the most uncomfortable flight in the world we flew American airlines LHR-MIA 777-300er and the seats were comfy and the flight entertainment worked. On the way back we flew BA from MIA-LHR and it was really bad I do not recommend sitting in row 33-36 as the leg room is reduced and the seats are uncomfortable I had a headphone set that didn't work and a box under the seat in front of me so I didn't have any leg room for my left foot now me being 6ft something and as a 15 year old teenager who likes a bit of leg room found it difficult to find some. I had flown from PLS-MIA before that flight to LHR but couldn't get any sleep because of the most uncomfortable chairs. I am willing to give BA another go but I might go premium economy or even club world. Not a good flight at all do not sit in seat 35G!
148,Premium Economy,AIRBUS A380,3x3x3,,,,,,,,,,no,3.0,2.0,2.0,3.0,4.0,I am a seasoned business traveller and on long haul flights I tend to use Premium economy if available. Usually the extra cost is about £500 and I try to use points and money to further upgrade but that is usually a lottery and not often successful. I followed a similar procedure with a BA flight form LHR to JNB on an A380 and was in premium economy on the upper deck at the front bulkhead so leg room was not a problem but the seat itself was very disappointing compared to other BA flights I have been on in essence it was a an economy seat with more leg room and a worse than useless leg rest which did not come up far enough to support your legs comfortably. In addition BA are missing a trick as these 7 bulkhead seats could have a small food rest attached to the bulkhead so you could stretch your legs out completely. A further premium could be charged I am sure not dissimilar to the practise of many airlines. In future on this route I will save my money and fly economy as I did not see a £500 premium in the seat £300 tops. (I have just had a look at the BA web site and the same return flights as mine for next week has an £1800 premium utter madness)
149,Economy Class,BOEING 777,3x3x3,,,,,,,,,,no,2.0,1.0,1.0,1.0,1.0,9 hour flight from Houston to Heathrow. Very uncomfortable. When seat in front is suddenly reclined you can get scalded if you have a hot drink on your table. Seats terribly narrow and obstructions in the way of your feet as well. Entertainment system is poor. All the music is American and the film choice is terrible. Difficult to get in and out of seat if not in an aisle seat. Will not be doing this length of journey again unless I can get a reasonably priced upgrade.
150,Premium Economy,BOEING 777,2x4x2,,,,,,,,,,yes,5.0,5.0,5.0,4.0,4.0,World traveller plus on a long haul flight to Abu Dhabi from UK and it was fantastic. The level of service from staff was excellent the seats were comfy with lots of leg room and width.
151,Economy Class,BOEING 747-400,2x4x2,,,,,,,,,,no,3.0,3.0,3.0,2.0,2.0,I flew over on the 740pm flight from PHX. The seats were very uncomfortable. The headrest was a bit odd and it didn't allow for a consort able sleep. My video screen volume was not right with only one speaker functioning and the volume was very low. It was also difficult to get the crews attention. I was a Very loyal fan go US AIR (y93k248) and am a silver member but thought I would give BA a try because of the non stop option from PHX to Heathrow. I probably will change back to USAIR.
152,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,yes,4.0,3.0,1.0,5.0,5.0,This was my first experience in World Traveler Plus. I have traveled coach and business previously. It is an improvement on coach in terms of legroom and seat comfort the cabin service is more personal and although the food and drink is the same it is served with cloth serviettes and steel cutlery. (How do they get steel knives through security?) The main benefit though is that there were lots of empty seats while coach on this flight from CPT to LHR was full. The biggest let-down is the tiny low-res TV screen. One factor in favour of coach is that the hand-rests fold back so that if you're lucky enough to be the sole passenger in a row of 3 or 4 you can lie across the seats and enjoy a business class standard lie-flat bed. The World Traveler plus armrests are fixed.
153,Premium Economy,BOEING 777,2x4x2,,,,,,,,,,no,4.0,2.0,3.0,2.0,1.0,Do not waste money upgrading from economy. I paid 2 x GBP300. The cabin is poorly thought out we were left begging for water as you are competing with 200+ Economy passengers for service toilets and snacks. The cabin was shabby seats in disrepair and video screens faulty - just as tired and knackered as the cabin crew who treated the Premium Economy passengers as an after thought. Example - the passageway going aft to the toilets was blocked by crew dealing with a sick economy passenger one cabin crew let PE passengers go forward into the Business class cabin for the toilet another actually shouted at PE passengers for doing the same. On the way back they ran out of meals and gave us the same meal as economy. Absolute waste of money - never felt so looked down upon by cabin crew.
154,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,2.0,4.0,1.0,1.0,5.0,Nightmare overnight Jo'Burg to Heathrow. No room for elbows with next passenger. Passenger in front put seat back and complained that my husband knees were in his back! husband spent night walking plane as front passenger would not move his seat . Need to reduce amount of seat recline!
155,Economy Class,AIRBUS A320,3x3,,,,,,,,,,no,2.0,1.0,2.0,4.0,3.0,All other seats apart from the last row (27) are fine in Euro Traveller class. I do not recommend row 27 at all. I will be cautious next time and select a row further forward. Not comfortable.
156,Premium Economy,BOEING 767,2x4x2,,,,,,,,,,yes,5.0,3.0,5.0,5.0,5.0,I injured my knee while in London so I decided to pay the extra £125 to upgrade from Economy to Premium Economy and it was so worth it. I will definitely upgrade from now on if the price is reasonable. I was fortunate to have the aisle seat on the 4 seat center row and the seat beside me was empty! There was so much more leg room that I was comfortably able to stretch me bad knee out. The seat felt a bit wider too. I believe the food was the same that's served in Economy which on BA is pretty tasty. The only difference was that they came around with a basket of warm rolls tastier than the freezing cold ones you usually get. At the beginning of the flight they gave out warm damp hand towels very refreshing. Only problem was the couple in front of me reclined their seats all the way back the minute that they sat down. The person's head was basically in my lap. Unbelievable rude. I had to ask the flight attendant to request that they raise their seat during meal service or I wouldn't have been able to eat. I wish the airlines wouldn't have seats that recline into the lap of the passenger behind them a little recline is okay but too far just doesn't work.
157,Economy Class,BOEING 777,3x3x3,,,,,,,,,,yes,2.0,2.0,5.0,4.0,5.0,The seats that I had on the outward and return journey from London Heathrow to the Gulf were comfortable with good head support and good back support when the cushion was used. The audio/visual screen was OK and I found it easy to get some sleep. Big problem - the leg room is no better than a budget airline so when the person in front reclines their seat it is very tight and difficult to eat this was really annoying. at least budget airline seats don't recline.
158,Premium Economy,BOEING 777-200,2x4x2,,,,,,,,,,no,4.0,4.0,2.0,2.0,3.0,First time flying to and from Hong Kong In this aircraft and first time choosing World Traveller plus for some comfort. What a mistake on both counts. Seats shabby narrow hard and generally very uncomfortable. Not enough toilets to serve economy and economy plus on a 13 hour flight. Above seat lockers dropping open on take off lap tray falling apart. Absolutely the worst plane and long haul journey I have experienced. Do not waste money on World Traveller plus and preferably never choose a British Airways B777 for long haul travel.
159,Premium Economy,BOEING 777,2x4x2,,,,,,,,,,no,2.0,1.0,1.0,3.0,1.0,Traveled Heathrow to Orlando Premium Economy and it was very poor. Seat dirty Seat recline didn't work Food poor drink offered with food and then nothing for 6 hours. Exactly same on return.
160,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,no,3.0,2.0,3.0,1.0,1.0,London to Bangkok. I was allocated a middle seat and could not change it when I checked in very early. The seat is a little wider and there is a little more legroom than in economy class but for an over night flight not really much more comfortable. The man in the aisle seat next to me put on his eye shields and the blanket over his head as soon as the plane took off. he ate no meals. It was with the greatest difficulty that I was able to get out of the seat to reach the aisle particularly when the seat in front was reclined in fact almost impossible. The TV screen is very small and in my case fell out of it's housing and despite efforts by the crew to hold it in place with sticky tape they were not successful. The food was good and better than ordinary economy. But I did not consider the extra money for the premium class seat well spent for a single traveller. It would be better for a party of two who could choose the seats at the side.
161,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,yes,4.0,5.0,2.0,4.0,4.0,Seat: 33H (LHR-SIN). Right side of the plane first row in economy which is an aisle seat at the bulkhead so you have room to stretch out but creeps into the aisle. The width of these seats I found a problem the rest are wider which aren't bulkhead. I wanted an exit seat but there aren't any on the BA 747's. It was a cheap flight so wasn't too fussed. Headrests are great BUT they slide down a lot. The seats also have a lot of flex if someone behind leans on yours to get of the seat. TV's are good size but could be bigger.
162,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,no,3.0,3.0,2.0,4.0,1.0,"I guess BA are not upgrading WT+ as they retire the 747 fleet. The WT+ cabin is worn shabby and awful - the seat cushioning - so old - it has no ""cushion"" left. On 3 out of 4 sectors on a recent trip - if you are not in Row 28 or 29 the main course menu choices (Club World meal) seemed to be unavailable. With my reservation despite entering Economy as cabin choice it defaulted to World Traveller Plus for more or less the same way. But as other travelers have noted this is NOT worth the extra money. And as for the crew - as tired and worn as the seats."
163,Economy Class,BOEING 777,3x3x3,,,,,,,,,,no,1.0,2.0,3.0,1.0,2.0,JFK-LHR-JFK. Worst legroom I have ever experienced - never been an issue before in 20 years of flying with BA. Paid $75 per seat to have exit aisle seat on return flight. Cabin service was very good.
164,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,2.0,4.0,1.0,1.0,4.0,Horrible experience on a long haul flight almost claustrophobic. Very easy to physically come into contact with passengers seated next to you. Little room to stretch so the body starts to feel uncomfortable and awkward. Best to move out of the seat and walk to the back of the plane.
165,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,5.0,5.0,3.0,3.0,1.0,11 hour flight with British Airways. Told at gate that in flight entertainment not working in this seat. No alternative offered by staff. Not even an apology which is what rankles - acknowledging the problem would cost nothing. Appalling attitude by staff. I fly regularly in BA economy class but this kind of thing makes me think again.
166,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,no,3.0,1.0,2.0,1.0,1.0,My husband had no working PTV on the way out and was offered a free drink - that was free in any event. Thomson Airways premium economy is much better.
167,Premium Economy,BOEING 777,2x4x2,,,,,,,,,,no,4.0,2.0,3.0,4.0,3.0,We had bulk head seats so plenty of legroom. However the seats were hard and with very little rake. The blankets were inadequate and we froze all night. We think not worth the £250 each extra one way. better off buying a well placed economy seat.
168,Economy Class,AIRBUS A380,3x4x3,,,,,,,,,,yes,5.0,5.0,5.0,5.0,5.0,LHR-FRA-LHR. Sat in the rear economy cabin which is nice. The combination of A380 ride and cabin comfort with the BA economy seat product works well.
169,Economy Class,BOEING 777,3x3x3,,,,,,,,,,no,1.0,1.0,5.0,3.0,5.0,Not much legroom and what was there had a metal box taking up loads of space. Deeply uncomfortable. Person in front couldn't recline seat - my legs were crushed right into the back.
170,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,yes,2.0,3.0,3.0,2.0,2.0,Older 747 but equipment worked. Try not to seat behind the bulkhead seats ie Seat 31 because the leg room is reduced as the seats in front have AVOD equipment under theirs.
171,Economy Class,AIRBUS A319,3x3,,,,,,,,,,no,1.0,2.0,2.0,1.0,0.0,25B - last row of aircraft and a middle seat. Very little legroom in all seats in this row meant a very uncomfortable flight. Airbus have poorly designed these seats. The edge of the seat in front is moulded in such a way that the seat back in front digs into your knees. Terrible. Avoid at all costs.
172,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,yes,4.0,3.0,3.0,3.0,3.0,WT+ from JFK to LHR. I was in the middle seat. Generally I avoid it but in this case I forced by a delay on my scheduled flight so I changed at last minute to catch the flight before. Therefore I scored half point less than when I had an aisle seat in the same cabin. Food is not very good as it is the same from WT. Nice service and amenities.
173,Premium Economy,BOEING 777-200ER,2x4x2,,,,,,,,,,yes,4.0,2.0,3.0,1.0,3.0,I see it as a great deal the seat has a lot more comfort than in WT and you get the business class food which is alright. The only few things I could complain about was the fact that I had to use vile urine smelling lavatories that looked like they had been vandalised. And also the useless uninspiring staff that all looked like they had swallowed a wasp. Four hours into the flight they had got bored and were all playing scrabble on their iPhones at the back of the plane and you had to go and ask them for a drink and even then they gave you the evils and threw it at you. Can't beat a good douse of British hospitality!
174,Economy Class,BOEING 777-200,3x3x3,,,,,,,,,,no,3.0,4.0,4.0,2.0,4.0,The seat was okay in every way. It was reasonably comfortable (for a 12 hour flight) and the AVOD was reasonable. I am 6ft tall and found the legroom a little tight especially when sleeping but it was okay. The biggest problem was trying to get out from my window seat across two further seats but I am fit and the exercise was good for me.
175,Economy Class,AIRBUS A320,3x3,,,,,,,,,,no,1.0,1.0,2.0,2.0,2.0,Sat in Row 27B and the seats have no recline due to toilets behind. Seat pitch poor felt very cramped especially when person in front reclined seat. Seats not very wide either. Coming back on a A320 again sat in an emergency exit (overwing seat) and even though they were supposed to have a bit more legroom still felt cramped. Glad it was only a 2 hr flight.
176,Economy Class,BOEING 747-400,2x4x2,,,,,,,,,,yes,4.0,4.0,4.0,4.0,3.0,LHR-JFK-LHR. Outbound flight my wife and I were stuck with two seats on the left of a four seater in the middle of Economy - not great and leg room was poor (especially when seat in front reclined). On return sector selected two seats together during online check-in at the rear of Economy where the aircraft narrows - meaning the configuration switches from 3x4x3 to 2x4x2. Much more legroom and plenty of storage space - plus decent accessibility. Generally the seats on the BA 747s are reasonably comfortable and have a clever adjustable headrest which provides good neck support. The seats are not the new slim-line versions used by other carriers and so have decent padding. Definitely adequate for a 7 hour flight - but am sure on long flights to HKG SIN SYD or NRT discomfort could become an issue. Both B747s we traveled on must have been over 15 years old but in good shape - clean cabin and toilets etc. No issues with food and service was good (although an observation - BA don't tend to station cabin crew in the Economy cabin during boarding to assist passengers with luggage / finding seats etc - unlike Middle-Eastern / Asian carriers). Only real issues were overcrowding at BA's Terminal 7 as JFK and the IFE screen very small. BA charge a extortionate amount to pre-book seats prior to online check in opening. Best advice is to just complete online check-in early to ensure best seat selection.
177,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,2.0,3.0,2.0,3.0,3.0,Seats looked dated thin and not much leg room either. I was lucky to get a exit seat into the flight so was a bit more happy.
178,Premium Economy,Boeing 777-200,2x4x2,,,,,,,,,,yes,3.0,3.0,1.0,1.0,4.0,The price paid for Traveller Plus is not worth it as the seat width is very poor for the larger person. Power is only for laptop; not c-pap machine as quoted. Solid sided seats with controls on inside of seat and meal tray coming out of arm rest is suitable for small people only. Premium economy is only say 3 points better than economy where Club Class is way ahead.
179,Premium Economy,Boeing 747-400,2x4x2,,,,,,,,,,no,3.0,1.0,3.0,3.0,3.0,BA for some weird reason insist on using these old planes on the Cape Town to London route preferring to use new planes on the Johannesburg route. We chose the World Traveller Plus product because it is a more spacious seat with a little more recline. But having flown it a few times I have decided that it is not worth the extra money. I'd rather fly economy and save my money for a decent hotel room for a few nights. Why does BA insist on using the old seats and old AVOD system with small screens?
180,Economy Class,Boeing 777-200,3x3x3,,,,,,,,,,no,2.0,3.0,2.0,4.0,3.0,Only 31 ins legroom which for a 9hr flight felt quite cramped.
181,Economy Class,B767-300,2x3x2,,,,,,,,,,yes,3.0,3.0,3.0,5.0,2.0,Exit row seat on a short haul configured 767. These planes are now very old but are much better than the usual single aisle. The seat was a rather old fabric covered one but was decent. The leather seats in the front half of economy are better though. Excellent leg room due to the exit row.
182,Premium Economy,Boeing747 - 400,2x4x2,,,,,,,,,,yes,4.0,2.0,2.0,3.0,3.0,I would pay the extra for premium economy on long haul (but not on BA again) because the alternative is unthinkable. BA's Premium Economy offer on 747s is very poor. The seats were shabby and dilapidated. Access to the light and call buttons was difficult because the are on the inside of the armrest in a narrow seat. The recline was poor and the screen was small (but good choice of films). Everything else - check in food beverages (including some particularly poor white wine) was standard Economy class . TheB 777's apparently have a newer version of premium economy but BA needs to up it's game if it wants to win customers.
183,World Traveller Plus,B777,2x4x2,,,,,,,,,,no,3.0,1.0,4.0,4.0,5.0,In premium Economy the seat pan was too small and the front of the seat cushion finished half way up my thigh. This cut off the circulation to my legs and made the extendable lower-leg rest totally useless. I am only 6 feet tall so not abnormal!
184,World Traveller Plus,B777,2x4x2,,,,,,,,,,yes,5.0,5.0,5.0,4.0,4.0,WTP London - Orlando. WTP is a big improvement over standard economy but the bigger seat is all you get. The rest of the service is the same as World Traveller. You even have to use the WT toilets. The seat itself is excellent and in my opinion worth paying the extra but BA could add something to make the WTP experience a little special given the price. I would fly BA WTP again but I might try Virgin Premium Economy next time.
185,Economy Class,B747-400,3x4x3,,,,,,,,,,yes,3.0,3.0,4.0,3.0,4.0,"BA has typical 31"" pitch in World Traveller so it's a bit cramped. I like aisle on long hauls for easy access. I've flown SFO-LHR many times on BA. Unless you can score a bulkhead all seats are basically the same."
186,Economy Class,B777,2x4x2,,,,,,,,,,no,4.0,4.0,3.0,2.0,1.0,The seat itself was not bad except for being dirty however the IFE was broken for approximately 30-40 people in economy. Some of BA's 777 are very old and are showing it with broken equipment.
187,World Traveller Plus,B747-400,2x4x2,,,,,,,,,,yes,4.0,4.0,3.0,4.0,4.0,I am over six feet tall so booked a word traveller plus cabin seat. Overall very good and one of the few seats where I have been able to stretch out and even cross my legs.
188,Economy Class,B747-400,3x4x3,,,,,,,,,,yes,4.0,3.0,3.0,4.0,4.0,"I used to find that British Airways WT seats had very little leg room but this seems to have improved. The seat was comfortable for a 6'00"" guy on a 10.5 hour flight from LHR to SFO. I slept a bit on a day flight and had a good view of the screen (which had a lot of movie and TV choices)"
189,World Traveller Plus,B777,2x3x2,,,,,,,,,,yes,4.0,5.0,4.0,4.0,4.0,Travelled WT+ and WT on BA on Toronto flights. The seats in WT+ are comfortable and recline well. It is difficult to judge legroom as we were in a cot position on both flights. In terms of comfort WT+ has the edge over WT as we found the seats harder in WT and more difficult to get comfortable which don't help on an 8 hour overnight flight.
190,Economy Class,B777,2x4x2,,,,,,,,,,yes,4.0,2.0,4.0,3.0,1.0,World Traveller Plus cabin. Isle seat next to window seat has restricted foot space due to entertainment electronics under seat in front so swapped for window. Not a bad seat and fine for daytime long haul flights. But sleeping less good. Width feels less than Virgin and Qantas premium economy seats - BA fits the same number across a 777 as the others have in a 747. No AVOD and screen is incredibly small by today's standards. Power socket is low voltage type. Looking old.
191,Economy Class,A319,3x3,,,,,,,,,,yes,4.0,2.0,4.0,3.0,1.0,Euro Traveller OSL-LHR. After flying a lot of low-cost airlines this was a good experience. I had seat 6F with the middle seat empty. Would have felt a bit cramped with a full flight. However the seat width and legroom was good. Checked in online. Fast and easy.
192,Economy Class,Boeing 747-400,3x3x3,,,,,,,,,,no,3.0,3.0,3.0,2.0,4.0,LHR-NBO The flight was not full and there were plenty of free seats so I had a row of three to myself. If however I had been on a full flight I would have found it very cramped.
193,Economy Class,Boeing 777,3x3x3,,,,,,,,,,yes,3.0,3.0,3.0,3.0,4.0,9 hour flight from LGW to Orlando on outbound and 7 hours on the way back. Flight was comfortable although as always a little extra legroom in economy would go a long way to enhancing the economy flying experience. Flight out was longer but felt more comfortable on way back sat in row 22A on outbound and 21D on return. IFE was sufficient and kept me occupied!
194,Economy Class,Boeing 747-400,3x4x3,,,,,,,,,,no,1.0,3.0,4.0,1.0,2.0,Seat was very tight on width and i am 6ft with a 34inch waist. Space was okay when forward seat was not reclined but when it was it felt very close and you could not read or use you table. In flight entertainment wasn't fully working either and they made no announcement about this. Seat head rest were poor.
