,Lounge Name,Airport,Type Of Lounge,Date Visit,Type Of Traveller,Comfort,Cleanliness,Bar & Beverages,Catering,Washrooms,Staff Service,Recommended,Wifi Connectivity,reviews
304,Galleries Lounge,London Heathrow Airport,Business Class,,Business,5.0,5.0,5.0,5.0,5.0,5.0,yes,5.0,We had a two hour wait in the lounge and found it to be very comfortable and the complimentary hot and cold food was excellent. There was a complimentary bar as well. Free Wi-Fi and special areas for viewing TV programs and also working areas with desktop computers.
305,La Croix du Sud ,Toulouse Airport,Business Class,,Business,4.0,4.0,4.0,3.0,,3.0,yes,4.0,Much improved from my last visit 3 years ago. WiFi is available the bathrooms are in the lounge. It is air conditioned. It is bigger. Good selection of drinks although you have to ask the desk to replenish. Snacks only. Very good for a regional airport.
306,Terraces Lounge ,London Gatwick Airport,Business Class,,Business,4.0,3.0,4.0,3.0,3.0,3.0,yes,4.0,The last time I visited the LGW BA Terraces lounge it was on two floors - now there is only one. Entry was fast and there is a good selection of food and drinks on offer. It was about midday and there was a full and extensive salad buffet with cold cuts. There was also a selection of sandwiches. The wide drinks selection is there. But the sheer volume of passengers makes it like a January sale. BA has removed a number of flights from Gatwick and moved them to Heathrow and halved the floor space of its lounge as a result. However the remaining floor space isn't enough for the flights still operating from Gatwick. So expect crowds empty food trays no drink glasses and occupied showers. Rest assured that the sandwiches will never be stale - they are never available long enough to get that way.
307,Concorde,London Heathrow Airport,First Class,,,5.0,5.0,5.0,4.0,5.0,5.0,yes,5.0,"Superb level of service - attentive and friendly without being ""over the top"". Excellent range of wine and other drinks. Very good food. Calm and relaxed atmosphere. Excellent washroom facilities."
308,Galleries Lounge ,London Heathrow Airport,Business Class,,Business,5.0,5.0,5.0,5.0,5.0,4.0,yes,5.0,Much better than the North Lounge. Ample breakfast food. Comfortable and serene. Recommended.
309,,Philadelphia Airport,First Class,,,2.0,3.0,2.0,2.0,3.0,2.0,no,1.0,Poor wifi lazy staff and pokey lounge. Front desk ran out of buffet tickets for business class diners and just generally feels badly organized. I did a speed test on the wi-fi and it was <1 mb/s. lounge is shared with AA but really can't accommodate many people at all. Some nice armchairs in first area but otherwise cramped and uncomfortable. I fly out out here often and it's just not good enough for BA.
310,,Toronto Pearson Airport,Business Class,,Business,5.0,5.0,5.0,5.0,4.0,5.0,yes,4.0,I visited this lounge at the end of a wonderful trip to the Niagara Falls area for a family reunion flying in and out of Toronto from London. Part of the enjoyment was travelling in business class (Club World) and on the return trip I had several hours to enjoy the Lounge before the night flight. What made it special for me was the very kind and attentive manager. All the staff were very nice and welcoming. They are good ambassadors for BA!
311,Galleries Lounge,London Heathrow Airport,Business Class,,Business,5.0,4.0,4.0,4.0,4.0,4.0,yes,5.0,Thought we'd try the lounge as it was yards away from departure gate. What a pleasant surprise. Quiet and peaceful and away from the crowds in the mail lounge. I think it's even better than First!
312,Concorde,London Heathrow Airport,First Class,,,5.0,5.0,5.0,4.0,4.0,4.0,yes,5.0,I found this lounge great for relaxing and unwinding as only British Airways first class passengers are allowed in. Unless you have your 5000 frequent flier tier points to get a Concorde Room Card all gold and silver card holders use the galleries lounges meaning this one is much more quiet and peaceful. Staff did a good job keeping the lounge clean but sometimes this meant that they took a bit too much time to fulfill passenger's requests. Although they definetly did not outdo themselves in terms of the restroom/shower quality they did a good job with it and I found each well kept. Business center had pretty fast Internet and wifi worked well. Although the food options offered were all very tasty one thing I disliked about this lounge was that those options were pretty limited and other than a few main course choices there were only light snacks available upon request. Overall I think Britsh Airways took a good risk by not making this lounge extremely large and instea d putting their focus on the quality of the area and I would definetly visit again and recommend it to others.
313,Concorde,New York JFK Airport,First Class,,,5.0,5.0,5.0,5.0,4.0,5.0,yes,5.0,The only downside to this lounge is that it doesn't open until 4pm for the evening flights (I am not sure if it is open in the morning for the morning flight out of JFK) so if you have a long layover chances are you will have to spend some time in the Galleries First and Terraces Lounges which are nice but don't touch the quality of this lounge. A very tranquil and peaceful area British Airways has made sure there are almost too many staff members so that while food is prepared the lounge is cleaned etc. there are also staff available to help with anything you need. When dinner is available the quality and choice of food is fantastic and there is a wide selection of snacks available upon request when in search of something lighter. The wifi works well and there are also 3 computers in the back. A small quiet room that could easily be missed provides a nice place to relax. The only negative to this lounge is that the spa/shower rooms are not in the Lou ge so to take a shower I had to walk across the terminal and into the Business class lounge but it's a small terminal so it's not that bad. Overall this has to be one of my favorite lounges in the world and I actually prefer it over the Concorde room at London Heathrow.
314,Terraces Lounge ,Edinburgh Airport,Business Class,,Business,4.0,4.0,5.0,4.0,1.0,4.0,yes,3.0,Very small lounge for the size of airport and became very busy toward departure time of mid afternoon flight. Very attentive reception staff. Food on offer at approximately 1400 hrs was fine (sandwich selection pastries soup biscuits crisps nuts etc). Lounge staff cleared and cleaned up efficiently. This lounge just needs to be extended as it is too small. Close to gates 10 +11 for the LHR flights and boarding calls made timely.
315,Galleries Lounge ,London Heathrow Airport,Business Class,,Business,5.0,5.0,5.0,5.0,5.0,4.0,yes,4.0,Good welcome. Despite being busy plenty of seating - either for sitting at table to eat or just sitting. Great selection of food which was frequently refreshed. Clear up service of used plates and mugs somewhat slow. Great viewing of planes landing. Toilet facilities clean and sufficient.
316,Galleries Lounge,London Heathrow Airport,First Class,,,4.0,3.0,3.0,1.0,2.0,1.0,no,3.0,The aesthetics of the lounge are very pleasing the food and service levels are dismal. Food is served under hot lamps but unfortunately they don't do their work food is cold. Attempting to speak to staff made no difference. British Airways are expensive customers who part with well earned cash deserve an above average experience. This wasn't average it was dismal.
317,Concorde,London Heathrow Airport,First Class,,,4.0,4.0,3.0,1.0,3.0,3.0,no,1.0,Very poor. The quality and choice of the food has gone downhill. They must be on an economy drive or changed supplier as the difference has been very noticeable. BA are falling behind in the premium class. I'm writing this in the lounge on the world's slowest Internet connection too!
318,Concorde,London Heathrow Airport,First Class,,,2.0,1.0,2.0,3.0,3.0,1.0,no,,First time flying in First through T5 and huge disappointment with the Concorde Lounge - no dedicated security checks means you stand in a queue for 30 minutes. Lounge is small and cramped - staff poorly trained and clearly have no natural customer service flair. Restaurant booths were full when we were there - staff were unhelpful and no booking system meaning you need to go back over and again to find space (in the end we went to the Gordon Ramsey opposite the lounge). Orders not fulfilled in the bar area or the 'terrace'. Carpets stained and the whole room looking tired. Elmis spa has no dedicated area for First in fact we couldn't get in - as priority is 'first come' rather than First then Business. Overall don't use this lounge and T5 as any kind of reason to fly British Airways!
319,Galleries Lounge,London Heathrow Airport,First Class,,,5.0,5.0,4.0,4.0,4.0,4.0,yes,4.0,Having visited the BA First lounges at JFK and LGW and being disappointed I was very surprised how good the lounge was. Lots of space and natural light and good food and drink choice. The Mrs and I had made to order food as well as helping ourselves to the hot buffet and cakes we felt very spoilt. Nice champagne only let down was the Johnny Walker Blue available at LGW was missing.
320,Terraces Lounge ,Dubai Airport,Business Class,,Business,5.0,5.0,4.0,3.0,3.0,5.0,yes,4.0,"31 May 2013 afternoon and evening usage due to a long layover. The lounge space is quite nice and functions reasonably well despite lacking shower facilities. The glass tube shaped terminal building offers nice tarmac views from this lounge. The food service is merely average most of the day but the beverage service is quite good. A dinner buffet was served much too late for the ""Sleeper Service"" flight. BA does this to exclude the CX customers who share the lounge but it gives BA passengers only about an hour prior to boarding leaving very little time for flexibility. Lounge front counter staff members were outstanding and went out of their way to make me feel welcome. Overall one of the nicer BA lounges though not quite as well equipped as their lounges at LHR T5."
321,Galleries Lounge,Rome Fiumicino Airport,Business Class,,Business,4.0,4.0,3.0,3.0,,4.0,yes,,Late morning flight to Heathrow. I found the lounge relatively easily. Warm welcome limited flight information in the lounge but flight was called in plenty of time (40 minutes prior) and boarding had only just started when we arrived. Travelling to the gate (G12) involved using a shuttle/train so it is worth giving yourself plenty of time. Lounge very spacious. Newspapers available but no English language magazines. Food limited but - too late for breakfast and too early for lunch. Catering consisted of crisps nuts fruit and a few pastries. Coffee machine broken. Beer on tap but another passenger commented that the barrel needed to be changed. Plenty of alcohol available including prosecco. Luggage storage space available. Toilets decent and within lounge.
322,Galleries Lounge,London Gatwick Airport,Business Class,,Business,4.0,4.0,5.0,3.0,,4.0,yes,4.0,Mid morning flight to Rome a reasonably warm welcome at the front desk. Decent selection of newspapers and magazines. The lounge was very busy and it was a struggle to find 2 seats in particular ones surrounded by used glasses plates and cups. Wi-fi was difficult to connect to although more the fault of myself and my iPad. Password readily displayed and there is a a guide in the lounge for iPad users. Champagne available on request and (unusually) freely available in the bar area. Selection of basic breakfast items juices and snacks. There is very limited hot food available in this lounge. Toilets very clean.
323,Concorde,London Heathrow Airport,First Class,,,4.0,4.0,3.0,3.0,3.0,3.0,no,5.0,Very disappointed in the Concorde Room. The dining staff seemed almost irritated that we wanted breakfast. Scrambled eggs were cold. I'm still waiting for the second cup of coffee I requested. Very pleasant seating outside in the terrace area but so difficult to catch the attention of the staff. I eventually went up to the bar myself but the one guy was busy filling orders for the waitresses and I had to wait to catch his attention. I saw no food except for the food served in the dining area. Next time we will go to the Galleries Lounge and help ourselves.
324,Bolero ,Warsaw Chopin Airport,Business Class,,Business,3.0,4.0,4.0,2.0,4.0,4.0,no,3.0,The BA lounge at Warsaw airport is located after Immigration control on the lower level. A fairly quiet lounge with hot and cold drinks available but a poor selection of snacks. Crisps and nuts seem to make up BA's choice of food in Warsaw although a few stale bread rolls were available with cheese. The lounge offers a basic product.
325,Joan Miro,Barcelona Airport,Business Class,,Business,5.0,5.0,4.0,3.0,3.0,3.0,yes,2.0,"We had some difficulty finding this lounge; on our first attempt at following the ""VIP"" signs we ended up at a different lounge where we could have stayed but we were advised that there was another lounge much closer to our gate which was in fact the case. It's a comfortable lounge and it didn't seem too busy even on a Friday evening. There are different types of seating including desks and tables as well as a lot of very comfortable armchairs. There is a very nice rest area which is kept in semi- darkness with beds where you can take a nap. There are plenty of drinks available including wines spirits coffee and various soft drinks. The food is a little disappointing consisting of a small range of sandwiches (a fresh batch was delivered while we were there and they seemed quite freshly made) and various other snacks. Nothing more substantial is available. There seems to be no more than 15 minutes of free wifi available which is rather disappointing for a business lounge. Together with the poor signage towards the lounge and the obvious lack of airport staff in general for the first- time visitor this lounge gets an average score from us. If you know where it is already then you may find it better. We did enjoy the chance to relax for a couple of hours before our departure though."
326,Terraces Lounge ,Berlin Tegel Airport,Business Class,,Business,3.0,3.0,3.0,1.0,1.0,1.0,no,3.0,The lounge is a bit tired and Wi-Fi access is via a password at the reception area. In terms of refreshments the lounge has to be the worst I have ever experienced. Snacks were just about it and they were few and far between. There was a large basket of biscuit for cheese but no cheese on offer. When I enquired about this at reception I was curtly told “we offer sandwiches from 3pm. That's it!” I entered the lounge at 12:30pm. Some beer spirits and wine were available but not a great selection. There are no toilets in the lounge so to go you have to take everything with you and it's a trek!
327,Galleries Lounge,London Heathrow Airport,Business Class,,Business,2.0,3.0,3.0,1.0,4.0,4.0,no,4.0,What a disappointment. Canteen style food. Food served in metal canteen holders were a fitting receptacle for clumps of penne pasta and tomato sauce. Cheese served in the same metal container chunks of cheddar and indifferent blue. No wonder the majority were feasting on Kettle Chips as the only fresh oasis in a sea of processed food. We were tempted to slip next door to the One where we knew we could order a fresh cooked snack before boarding but instead we are hopeful that the food on board may be better and therefore we will maintain our appetites. Shame on BA for not show casing the Best of British fare when passengers are leaving the UK.
328,,London Heathrow Airport,Business Class,,Business,,,,,,,no,,As a Qantas Club member my wife two young children and I were refused entry as our children were counted as guests. A few days earlier we were allowed entry to the BA lounge in Vancouver and we have never had problems with Qantas lounges. BA's policy here is unfair to families travelling with kids. To make matters worse I raised the issue with the 'manager' and experienced appalling customer service bordering on vindictiveness.
329,Terraces Lounge ,Rome Fiumicino Airport,Business Class,,Business,4.0,4.0,4.0,3.0,5.0,5.0,yes,5.0,Not very well signposted to the location of the lounge I just happened to look left at the correct time! Excellent lounge though! Reception is staffed is by informative and jolly staff. As the lounge is only used by a handful of flights each day it is quiet and you can easily find yourself in a nice corner with a couple of tables and chairs to spread out. Full selection of wines spirits and beers were on offer with Peroni on draft which is a great addition to any airline lounge. Hot drinks machine was working. A good range of food was on offer with an assortment of finger sandwiches that weren't dry or tasteless. Nice little pasta pots also added a twist to the offerings. A good selection pastries. In terms of comfort the seating was good. The furnishings and little details gave it the signature British Airways lounge feel. Lack of departures screen can make you slightly anxious that you'll see your plane trundle past as you are fully reclined at one of the window seats. But the receptionist insists she will call the flight for you but being British we need to see it to believe it - by using the free Wi-Fi in the lounge keeping an eye on your flights status is possible. Overall a fantastic terraces lounge outside of the UK. Much larger than required but not going to complain! Food on offer left me content and drinks on offer were of expected quality.
330,Terraces Lounge ,London Gatwick Airport,Business Class,,Business,5.0,5.0,5.0,3.0,5.0,5.0,yes,4.0,Visited this lounge on a late Monday afternoon. There were very few people in the lounge when we arrived so no problems finding a comfortable seat. The choice of food was very limited and the same as every time we use this lounge The only hot option was soup which although very good surely should not be the only choice in the middle of winter. Other options were salads cold pasta dish and sandwiches (which were beginning to curl at the edges!) The drinks available were as usual excellent with good wines good choice of spirits and non alcoholic beverages The staff were helpful and friendly. The only thing that lets this premium lounge down is the uninspired food choice.
331,,Bermuda Airport,Business Class,,Business,4.0,4.0,5.0,2.0,3.0,5.0,yes,4.0,There's almost nothing after customs except the BA Lounge. Great range of drinks and wines. Cheese and biscuits and a small range of sandwiches and wraps. No outside windows and quite small. Warm welcome. Comfortable seating.
332,Terraces Lounge ,London Heathrow Airport,Business Class,,Business,4.0,4.0,5.0,4.0,4.0,4.0,yes,5.0,It's a trip up a few escalators at the end of the Terminal 5 departure lounge. Once you are finally there it is a quiet and spacious haven with various zones - you can use the internet relax on a sofa or at a table. There are various points for coffee and tea wines and spirits as well as a nice food area. For me it was morning and there was a selection of bacon rolls other hot breakfast items yoghurt sliced fresh fruits and juices. The washrooms were clean and shower facilites were also available. There is a similar lounge close to security but that is planned mainly for domestic/european passengers. The one at the far end of T5 is better.
333,Galleries Lounge,London Heathrow Airport,Business Class,,Business,4.0,5.0,4.0,4.0,5.0,5.0,yes,5.0,Visited the BA Lounge Galleries South lounge in T5A prior to a long haul flight to Asia. Very welcoming staff on the front desk. Good selection of newspapers and magazines available. Decent wi-fi which permitted streaming. The cinema area is a good place to relax. Basic but filling selection of hot food available including cous cous pasta and jacket potatoes with various fillings. Good selection of wines available. Attentive staff seemed to be working in the lounge and lounge was kept clean and tidy. Only minor criticism is that on my several recent visits to this lounge it has been very busy or seemingly near capacity with trouble getting a seat anywhere near the buffet area or the sofa area that overlooks the main concourse and the coffee is of vending machine standard. Otherwise this is a very good facility.
334,,San Francisco Airport,Business Class,,Business,5.0,5.0,5.0,5.0,5.0,5.0,yes,5.0,Easy to find. Pleasant welcome. Comfortable seating and good view of airport. Varied and tasteful food. Direct access from the lounge to the plane. Just what a lounge should be.
335,,London Heathrow Airport,Business Class,,Business,3.0,4.0,4.0,2.0,3.0,5.0,yes,5.0,Arrived at about 11am and the bacon and rolls were thankfully still available. Crowded when we first went in the lounge cleared toward midday. Bacon et al replaced by pastries and fruit.
336,Terraces Lounge ,Manchester Airport,Business Class,,Business,4.0,4.0,4.0,3.0,3.0,4.0,yes,3.0,A spacious comfortable lounge but the selection of food available is no where near as good as that available in LHR T5. However much better than most US airport lounges.
337,Terraces Lounge ,Manchester Airport,Business Class,,Business,2.0,2.0,3.0,1.0,2.0,1.0,no,5.0,Compared to other BA lounges in the UK and abroad this one really sucks. The location is good as the lounge is circular overlooking the main airside lounge and with runway views. The seating was tired and food was almost non existent. We had a midmorning transatlantic flight with American (booked through BA) and there was no evidence of the bacon rolls and other delights we are used to in Terminal 5. Toilets were in poor condition and the staff were lacklustre to say the least.
338,Concorde,London Heathrow Airport,First Class,,,5.0,5.0,5.0,5.0,5.0,5.0,yes,4.0,Used the Concorde Room in the run up to the Olympics and the height of the school holidays but it wasn't over crowded. I booked a cabana which has a day bed tv free telephone writing desk bathroom and the option to order room service. The staff regularly walked around taking orders from passengers and were delivered efficiently and with a smile. The lounge was also cleared of any glasses plates etc and was kept very tidy. The spa treatment was also very good but you need to book in advance to be sure of a treatment. The food choices were excellent for both lunch and dinner accompanied by a selection of vintage champagnes and fine wines.
339,Concorde,London Heathrow Airport,First Class,,,5.0,3.0,4.0,5.0,4.0,5.0,yes,5.0,Great breakfast excellent service. However no massage slots available and sneered at for not booking in advance although never received any information or suggestion to do so. Was never required on previous flights to/from NY. Was spoken to as though I was a complete idiot for not booking before arriving and this was 3 hours before my flight.
340,,Vancouver Airport,First Class,,,4.0,4.0,2.0,1.0,3.0,3.0,no,1.0,Very small with no privacy. Close to gate so you can sit and watch plane being loaded. Poor selection of food and drink. Some strange sandwich fillings so ended up with a bag of crisps. WI-fi very slow. Toilets only had 2 cubicles to share with club lounge. Disappointing.
341,Terraces Lounge ,New York JFK Airport,First Class,,,4.0,4.0,4.0,1.0,3.0,3.0,no,4.0,The First Class lounge looks attractive and seemed classier than the Club lounge next door. The choice of drinks was reasonable with decent champagne but the quality of whiskey was rather low for a First class lounge. I used the showers in the Business Class lounge next door it was okay but I have certainly had better experiences. The real serious disappointment was the choice of food there were some cold sandwiches and packets of cheap cheese and a variety of crisps etc but nothing hot - a real let down.
342,Galleries Lounge,London Heathrow Airport,Business Class,,Business,5.0,5.0,4.0,3.0,4.0,5.0,yes,,Bright airy great views. Quite busy for 6.15 on Sunday morning but I guess there were a lot of passengers having arrived fro the US Far East and Australia. Lots of seating and quite varied seating from armchairs to bar stools. Staff exceptionally friendly. Food OK but plentiful. Could do with a few more sockets for charging iPhones etc. Overall a very good experience.
343,Admirals Club,Paris CDG Airport,,,,4.0,4.0,3.0,3.0,4.0,3.0,no,,Pleasant enough lounge. Separate area for those who want to watch TV. Not a great selection of drinks food adequate. Plenty of power points. You don't get blinded by the sun in this lounge as you do in other areas of the airport including the walk to the lounge from Security.
344,,Prague Airport,Business Class,,Business,2.0,2.0,2.0,1.0,2.0,2.0,no,3.0,There appear to be two lounges at Prague. The Crystal and another The Citigold which is supposed to be the better option. Considering the rest of the Airport which is spacious clean and serviceable the lounges were quite frankly awful. We had travelled BA Club Europe and were given passes to the Crystal Lounge. This offered a coffee machine and some nuts and limited seating. We then tried the Citigold as we have gold cards and this was not a lot better. They offered a fridge with some rather dry rolls and an assortment of cold salad pasta in individual pots. A plate of broken biscuits and solf drinks. The carpets looked pretty filthy and I was quite glad to get out of there Free wi-fi was available but we would probably have been better down at KFC in the main hall.
345,,London Heathrow Airport,Business Class,,Business,5.0,5.0,5.0,5.0,4.0,5.0,yes,4.0,An excellent lounge plenty space comfortable and with good food. Significantly better than some of the lounges in T5.
346,Terraces Lounge ,London Heathrow Airport,Business Class,,Business,5.0,5.0,5.0,4.0,4.0,4.0,yes,5.0,Design is good plenty of different areas and types of seating excellent selection of beverages and good selection of food although not outstanding. Staff clear tables very quickly after passengers leave and are very helpful. A very comfortable experience overall - could possibly be improved by an area for sleeping.
347,Galleries Lounge,London Heathrow Airport,Business Class,,Business,5.0,5.0,5.0,5.0,5.0,5.0,yes,5.0,I spent about 8 hours in the lounge complex at Heathrow T5 and was impressed about the constant changes of food throughout the day. I used the north south and satellite lounges and they had variations on the menus. The north and satellite lounges do have manned cloakrooms to store belongings whereas the south lounge you leave items at your own risk. The lounges were kept clean and tidy despite the constant churn of passenger use. If you are looking for peace and quiet the satellite terminal is the quietest and if you require champagne it is upon request. Shower and bathroom facilities were also very good and kept clean. Wifi is free and plenty of computers to use. A most enjoyable way to start a trip.
348,Terraces Lounge ,London Heathrow Airport,Business Class,,Business,3.0,5.0,4.0,3.0,3.0,3.0,yes,3.0,In the North wing of T5. It is huge although on a Sunday morning plenty of the seat were occupied. Usual fare - nosh a bit ordinary. Seat so-so on comfort. All a bit so so really.
349,Admirals Club,San Diego Airport,Business Class,,Business,5.0,5.0,5.0,2.0,2.0,5.0,yes,,"I was travelling on the daily BA flight to London we hit the lounge fairly early and there was nothing much to show in the way of snacks etc. In a conspiratorial voice we were told to tell the bar staff that we were flying with BA and so would not be charged for drinks and so forth (the prices for AA Passengers were ridiculous). We were also told that ""hot food"" would be available when the last AA flight departed. This proved to be soup and a tray of sandwiches some crudities and a dip. Seating was comfortable and staff were efficient and very helpful. Good views of the runway and ramps from the bar area. There were no showers and the bathrooms were not very modern and the fittings were in need of a makeover."
350,Premium,Miami Airport,First Class,,,4.0,4.0,4.0,4.0,4.0,4.0,yes,4.0,This is a rabbit warren to get around in. Reasonable to navigate around if you have a sense of direction and you can get your bearings. Good food and beverage range with attentive staff. Definitely no comparison to Qantas First Lounge at Sydney International but I imagine there aren't too many that would.
351,Galleries Lounge,London Heathrow Airport,First Class,,,4.0,4.0,4.0,3.0,4.0,2.0,yes,4.0,"When you present your First Class Boarding Passes to the First Reception Desk and are told ""you need to go over there"" (Club World Lounge) and you have to point out that you are a First Class passenger things do not bode well. The Lounge is okay but Champagne Bar doesn't keep the champagne chilled adequately. First Class dining room has quite a limited menu and isn't great. 6 months ago when I travelled First Class out of London we were invited to experience the dining room and presented an invitation to dine after a certain time. This practice has now gone - pity. In fact the hot self serve buffet had a better food choice than the dining area. Overall the First Class Lounge was okay but not great."
352,,Singapore Changi Airport,First Class,,,1.0,3.0,1.0,1.0,4.0,1.0,no,1.0,We arrived at the Lounge to be greeted by 4 friendly staff and encouraged to enter and relax. When we entered there were the best part of 150 people in it. We struggled to get the last two seats. We found out that they had closed the Business Class Lounge and put everyone into the First Class Lounge just to make us feel special I guess. Uncomfortable seating self serve basic buffet poor food and beverage to say the least. When we encountered a delay the staff were hopeless. Either inexperienced or incorrectly trained they could not cope or handle high yield passengers appropriately or properly. Choose another airport to transit with a better First Class Lounge.
353,Galleries Lounge,London Heathrow Airport,Business Class,,Business,4.0,4.0,4.0,4.0,4.0,4.0,yes,4.0,This is probably the best Business Class Lounge that I have experienced. Bright refreshing and well equipped. Spacious and well fitted out. Enjoyable.
354,Galleries Lounge,London Heathrow Airport,,,,5.0,5.0,5.0,4.0,5.0,5.0,yes,5.0,Excellent lounge with plenty of everything. Used it twice recently and it was quiet well-stocked with drinks food and papers and with plenty of room. Highly recommended.
355,,Hong Kong Airport,Business Class,,Business,5.0,5.0,4.0,5.0,5.0,4.0,yes,5.0,British Airways share the Qantas lounge located near the gates which is nice. Welcome was friendly and staff attentive. Food selection is much better than in LHR and nice interesting choices. Lounge is quite spacious even though both BA flights and a Qantas flight were leaving at the same time. There are no views as the lounge is not near the windows of the airport. Showers are nice great water pressure and they use nice toiletries. Staff friendly and gave a small amenity kit. WiFi was strong and quick and the lounge was a serene place to relax.
356,Concorde,London Heathrow Airport,First Class,,,5.0,5.0,5.0,5.0,5.0,5.0,yes,5.0,A quiet and relaxed lounge with comfortable seating and superb views of the runways. There are facilities to leave bags and coats and private dining booths for breakfast and lunch. Food and drink is waiter service. Although afternoon tea does not feature on any menu the staff were more than happy to serve this for me. I used one of the cabanas where you have a day bed desk TV phone for free use and luxury bathroom facilities. You can order room service from your cabana. The Elemis Spa is located just outside the lounge but book a treatment early to avoid disappointment. For me using this lounge is part of my holiday before a long haul flight.
357,Oneworld,Miami Airport,Business Class,,Business,5.0,5.0,5.0,1.0,4.0,3.0,yes,5.0,This lounge shared between BA Iberia and American was spacious but laid out in a series of small rooms with a variety of seating options. On the day we were there it was not overcrowded. A good selection of drinks available the attended counter being closed. Food was pretty poor with only a few stale looking croissant sandwiches and soup on offer. The flight announcements were barely audible where we were seated and I had to go and check with the reception that it had indeed been our flight which had been called. Wi-fi and computer availability were good. Unfortunately the arrivals and departure screens only dealt with AA flights.
358,,Philadelphia Airport,Business Class,,Business,3.0,4.0,4.0,4.0,3.0,5.0,yes,4.0,This was an exceptionally nice lounge albeit small for 2 flights departing close together. For the next year plus it is also to serve as the Admiral's Club for AA Needless to say it has gone from a little haven of peace to a typical US lounge facility. British Airways passengers and the staff clearly hate the situation.
359,Galleries Lounge ,London Heathrow Airport,First Class,,,5.0,4.0,5.0,5.0,4.0,4.0,yes,4.0,Spacious lounge with comfortable and quiet seating areas. The selection of food and beverage is excellent though service when ordering from the menu is slow. Many computer terminals and helpful staff at the inner Customer Service desk. The decorative glass screens between seating areas are lovely when lit if dark outside. The lounge location benefits from nice views of the tarmac and taxiways. The showers and Elemis Health Spa are located outside the lounge and shared with the Galleries Business Class Lounge that is located above.
360,Admirals Club,Los Angeles LAX Airport,Business Class,,Business,2.0,2.0,1.0,1.0,2.0,1.0,no,1.0,Without a doubt the most miserable business lounge on this planet. Having travelled from London and using the fantastic BA lounge I had the misfortune to land in LA and through a reciprocal arrangement with BA I used the American Airlines Admirals Club lounge. It's a joke - you pay for almost everything the only free stuff consists of things like lukewarm and stewed instant coffee stale biscuits and a few bruised pieces of fruit. You get one drink voucher and no wifi access unless you are a member. Suggest you give this place and American Airlines a wide berth! Unfortunately my next leg is with American Airlines and no surprises you have to pay for in flight coffee and food! I will never fly with budget airline American Airlines again!
361,Concorde,London Heathrow Airport,First Class,,,3.0,4.0,4.0,2.0,4.0,3.0,no,,I was frankly very disappointed. Only half of the food on the bar menu was available and someone did tell me about other food options that were apparently available but they mumbled so much I have no clue as to what they said - at the third time of asking I gave up.
362,Galleries Lounge,London Heathrow Airport,Business Class,,Business,2.0,3.0,3.0,3.0,3.0,3.0,no,3.0,At the bag drop in Terminal 5 the British Airways staff member let me know that the Galleries North lounge would be much closer to my flight's departure gate than the South lounge. I had not used the North lounge before and went along there assuming it would be the same as the South lounge. In fact it was much less enjoyable. The North lounge is significantly smaller and was extremely crowded with almost all the seats taken. It was noisy hot and felt congested with passenger's carry-on bags filling the walkspace. The food selection was similar to the South lounge but the range of magazines available was very limited. Next time I will know to go straight to the South lounge whichever gate my flight leaves from and just leave the extra time to walk up to the gates at the north of the terminal.
363,Terraces Lounge ,Geneva Airport,Business Class,,Business,5.0,5.0,3.0,3.0,4.0,5.0,no,5.0,Fairly large lounge visited on a Sunday evening. Standard Terraces comfortable recently updated free wi-fi. The staff are friendly and efficient at clearing tables and ensuring the limited offerings are kept up to date. Only one red and one white wine small selection of spirits and the food is only light snacks but what there is is of a good quality nice tartlets mini sandwiches etc). Overall a good experience it is a nice place to wait for a flight.
364,Concorde,New York JFK Airport,First Class,,,5.0,5.0,5.0,5.0,,5.0,no,3.0,This is a newly refurbished lounge modelled on the Concorde Room at LHR. Very comfortable and plenty of space as this lounge is for exclusive use of BA passengers only travelling in First. The food and beverages were of high quality and a dining area if you wished to use it. The wifi was a bit slow so gave up in the end. The spa facilities are upstairs in the Terraces lounge and so are shower facilities.
365,Concorde,London Heathrow Airport,First Class,,,5.0,5.0,5.0,5.0,5.0,5.0,no,5.0,A great lounge with plenty of high quality and comfortable seating. The dining options are extensive and there is also an extensive range of drinks to choose from. The private cabanas are good to use as you have more seclusion from the rest of the lounge and have your own bathroom day bed TV writing desk and you can order room service too. There is also a telephone in the room where you can phone for free anywhere in the world. The Boardroom has free computers and a printer and the seats are original Concorde chairs. There are secure storage facilities for your belongings and clean bathroom facilities.
366,,Seattle Airport,Business Class,,Business,3.0,4.0,2.0,1.0,3.0,4.0,no,4.0,The only hot food available were plastic containers of Two-Minute Noodles. Alcohol is served from a bar which is not always tended - you have to ring a bell and wait. The only other food is packets of crisps crackers cheese. The windows are blocked off by translucent blinds making it rather claustrophobic.
367,Concorde,London Heathrow Airport,First Class,,,4.0,4.0,3.0,3.0,4.0,2.0,no,4.0,The Concorde Room really has lost its exclusive feel. It was very crowded and from the destinations people were travelling too full of passengers not travelling in First - it is supposed to be only for First passengers according to the BA hype. The staff spent much time discussing their work issues loudly in full hearing of the passengers. Staff do not actively patrol to see if anyone needs anything which is odd since nothing on offer is available self-service. Food service was O.K. but not very professional and the presentation on the plate would be fine for a transport caff. The whole deal falls short of what one expects of true first class service but of course that is typical of the whole experience on BA.
